Date,Close ,Open,Hign,Low,Volume,Percent
2016年7月14日,362.25,369.5,374.5,360,0.23K,-0.96%
2016年7月13日,365.75,353,372.75,348.5,0.67K,4.57%
2016年7月12日,349.75,343,350.25,339.75,0.39K,1.75%
2016年7月11日,343.75,354.25,354.75,341.75,1.16K,-1.72%
2016年7月8日,349.75,337.25,349,336.75,1.16K,4.25%
2016年7月7日,335.5,338.5,348,334.5,2.55K,-0.07%
2016年7月6日,335.75,344.75,346.5,333,4.29K,-2.40%
2016年7月5日,344,348,350.5,333.75,4.79K,-2.55%
2016年7月1日,353,360.75,362.25,351.75,6.93K,-1.60%
2016年6月30日,358.75,375,377.5,355.75,37.49K,-3.76%
2016年6月29日,372.75,385.5,387.25,372.25,99.43K,-3.24%
2016年6月28日,385.25,383,398.25,382.5,121.38K,0.00%
2016年6月27日,385.25,384.25,392,383,123.57K,0.20%
2016年6月24日,384.5,387.5,390,373.5,180.56K,-0.71%
2016年6月23日,387.25,392,392.75,384,164.76K,-1.46%
2016年6月22日,393,396.5,401,392.25,211.88K,-0.82%
2016年6月21日,396.25,420.5,422.25,396.25,292.42K,-5.93%
2016年6月20日,421.25,435.5,435.75,420.5,204.94K,-3.77%
2016年6月17日,437.75,425,438.25,423.5,179.12K,2.94%
2016年6月16日,425.25,426.25,429.75,420.5,196.40K,-0.87%
2016年6月15日,429,435.75,439,428.5,186.44K,-1.72%
2016年6月14日,436.5,429.5,436.75,423.5,236.33K,1.51%
2016年6月13日,430,427.5,438,427.5,304.09K,1.65%
2016年6月10日,423,426.5,437,420,291.07K,-0.82%
2016年6月9日,426.5,430.25,430.25,423.25,262.53K,-1.10%
2016年6月8日,431.25,427.25,439.25,426.5,342.76K,0.82%
2016年6月7日,427.75,426.25,428,422.5,273.08K,0.12%
2016年6月6日,427.25,419.75,427.5,419.25,223.12K,2.15%
2016年6月3日,418.25,414,419.25,410.5,183.28K,0.72%
2016年6月2日,415.25,413.75,419.5,412.5,223.63K,0.36%
2016年6月1日,413.75,404.25,414,401,213.03K,2.22%
2016年5月31日,404.75,412.5,413,404,205.69K,-1.94%
2016年5月27日,412.75,408,413.5,406.5,174.31K,1.10%
2016年5月26日,408.25,404,409.25,400,223.71K,0.86%
2016年5月25日,404.75,396.5,405,395.75,170.81K,1.82%
2016年5月24日,397.5,397.25,403.25,394.5,160.51K,-0.06%
2016年5月23日,397.75,394,399.25,391,156.43K,0.82%
2016年5月20日,394.5,390,396.75,389,177.95K,1.15%
2016年5月19日,390,397.5,397.75,385.5,229.12K,-2.38%
2016年5月18日,399.5,397,400.5,394,184.09K,0.63%
2016年5月17日,397,392.5,398,391.75,193.69K,0.76%
2016年5月16日,394,390.25,394.25,386.25,161.78K,3.14%
2016年5月13日,382,380.25,385.5,380.25,0.29K,-0.84%
2016年5月12日,385.25,374.75,386,374.5,0.79K,3.01%
2016年5月11日,374,378.5,381,371.75,1.09K,-1.19%
2016年5月10日,378.5,367.75,383,367,0.84K,2.92%
2016年5月9日,367.75,379.5,379.5,367,1.04K,-2.19%
2016年5月6日,376,372.25,377.5,372.25,1.55K,1.14%
2016年5月5日,371.75,374.5,376.75,368.5,2.45K,-0.40%
2016年5月4日,373.25,376.5,377.75,372.5,10.04K,-1.32%
2016年5月3日,378.25,390.25,393.5,375.75,5.54K,-3.07%
2016年5月2日,390.25,388.75,391,383.5,8.37K,0.00%
2016年4月29日,390.25,387,392,385,20.11K,0.84%
2016年4月28日,387,379.75,390.75,378.5,74.35K,1.64%
2016年4月27日,380.75,382,382.75,377,89.20K,-0.39%
2016年4月26日,382.25,377.25,383,374,110.84K,1.39%
2016年4月25日,377,371.25,385,368.5,123.10K,1.41%
2016年4月22日,371.75,384.25,384.25,370.5,174.98K,-3.32%
2016年4月21日,384.5,394,402,383.25,191.43K,-2.60%
2016年4月20日,394.75,384.5,395.5,383.25,217.78K,2.67%
2016年4月19日,384.5,380,386,380,280.51K,0.92%
2016年4月18日,381,375.25,384,375,222.14K,0.66%
2016年4月15日,378.5,373.5,380.5,372,295.45K,1.20%
2016年4月14日,374,373,374.5,369.75,296.75K,0.13%
2016年4月13日,373.5,363,374.75,363,392.88K,2.96%
2016年4月12日,362.75,357,365.5,356.75,341.62K,1.68%
2016年4月11日,356.75,362,362.25,356,249.69K,-1.52%
2016年4月8日,362.25,361.5,362.75,359,227.92K,0.21%
2016年4月7日,361.5,357.75,362,357.5,281.79K,0.98%
2016年4月6日,358,356.75,359,355,174.26K,0.35%
2016年4月5日,356.75,354.5,357,353.5,208.62K,0.63%
2016年4月4日,354.5,353.75,355,350.75,183.74K,0.14%
2016年4月1日,354,351.75,354.5,347.25,268.65K,0.71%
2016年3月31日,351.5,366.75,367.25,347.5,522.43K,-4.22%
2016年3月30日,367,372.5,374,366.75,214.61K,-1.61%
2016年3月29日,373,370.5,373,368.5,174.31K,0.67%
2016年3月28日,370.5,369.5,372,367.75,127.56K,0.14%
2016年3月24日,370,368.75,370.25,367.25,146.17K,0.41%
2016年3月23日,368.5,369.75,370,366,126.70K,-0.41%
2016年3月22日,370,369,371.75,368.75,148.11K,0.14%
2016年3月21日,369.5,366.5,370,365.75,109.50K,0.68%
2016年3月18日,367,368,369.25,366,96.10K,-0.41%
2016年3月17日,368.5,368.25,372,366.5,197.30K,0.07%
2016年3月16日,368.25,367.75,368.5,366,104.23K,-0.07%
2016年3月15日,368.5,367.75,369.25,366.25,111.21K,0.48%
2016年3月14日,366.75,366,367.75,364.25,0.39K,0.20%
2016年3月11日,366,362.5,366.25,362.25,1.78K,0.97%
2016年3月10日,362.5,358.5,363,357.75,0.80K,0.97%
2016年3月9日,359,358.75,360,356,1.75K,0.07%
2016年3月8日,358.75,355,361,354.25,1.19K,1.06%
2016年3月7日,355,357.5,358.5,354.5,1.17K,0.14%
2016年3月4日,354.5,354,357.75,353.5,2.34K,0.21%
2016年3月3日,353.75,354,355.5,351.75,4.11K,-0.21%
2016年3月2日,354.5,353.75,355.5,352.5,2.36K,0.21%
2016年3月1日,353.75,353.5,355,353,11.13K,0.07%
2016年2月29日,353.5,355,357,353,23.04K,-0.28%
2016年2月26日,354.5,355.5,356.25,352.5,120.56K,-0.28%
2016年2月25日,355.5,359.75,361.5,355,147.06K,-1.18%
2016年2月24日,359.75,362,362.75,358.75,170.41K,-0.62%
2016年2月23日,362,367,367.25,361.5,127.84K,-1.50%
2016年2月22日,367.5,366.5,369.25,366.25,218.97K,0.55%
2016年2月19日,365.5,365.25,367.5,364.75,197.44K,0.00%
2016年2月18日,365.5,367,368,365.25,231.65K,-0.48%
2016年2月17日,367.25,362.75,367.5,362,174.34K,1.17%
2016年2月16日,363,359.75,363.5,359,213.50K,1.18%
2016年2月12日,358.75,361,362,358.25,183.83K,-0.42%
2016年2月11日,360.25,360,363.25,358.5,219.26K,0.00%
2016年2月10日,360.25,361,361.75,359.25,148.37K,-0.21%
2016年2月9日,361,362.25,362.75,359.25,262.40K,-0.35%
2016年2月8日,362.25,366,367,361.5,222.97K,-0.96%
2016年2月5日,365.75,369,369.5,365.5,232.06K,-0.75%
2016年2月4日,368.5,371,373.5,368,181.87K,-0.67%
2016年2月3日,371,372,373.25,370.25,156.55K,-0.40%
2016年2月2日,372.5,371.25,373.75,369,203.48K,0.34%
2016年2月1日,371.25,371,371.75,367.75,144.22K,-0.20%
2016年1月29日,372,365.25,372.5,365,220.97K,1.78%
2016年1月28日,365.5,368.75,370.25,365,180.82K,-1.02%
2016年1月27日,369.25,368.75,371,367.5,176.39K,0.00%
2016年1月26日,369.25,369.25,372,367,167.69K,-0.14%
2016年1月25日,369.75,370,373,368,153.21K,-0.14%
2016年1月22日,370.25,366.75,371.5,366.5,163.78K,0.89%
2016年1月21日,367,368.75,372,365.5,245.07K,-0.47%
2016年1月20日,368.75,367.5,369.25,365.25,193.97K,0.27%
2016年1月19日,367.75,364,369.5,364,227.11K,1.24%
2016年1月18日,363.25,363.25,363.25,363.25,-,0.03%
2016年1月17日,363.13,363.13,363.13,363.13,-,-0.03%
2016年1月15日,363.25,358,363.5,356,179.66K,1.47%
2016年1月14日,358,357.75,360.25,355.5,163.85K,0.00%
2016年1月13日,358,356,360.75,355.5,216.87K,0.35%
2016年1月12日,356.75,352,363.75,349.5,298.18K,1.42%
2016年1月11日,351.75,357,357.25,349.5,174.49K,-1.47%
2016年1月8日,357,353,357.75,352.75,178.65K,1.13%
2016年1月7日,353,353.25,354.25,348.5,151.66K,-0.07%
2016年1月6日,353.25,353.5,354.75,350.25,138.86K,0.07%
2016年1月5日,353,352.75,356,351.75,147.26K,0.43%
2016年1月4日,351.5,359.5,360,350.5,188.75K,-2.02%
2015年12月31日,358.75,358.5,360.25,357.5,77.00K,-0.07%
2015年12月30日,359,362.5,364,358,102.10K,-0.97%
2015年12月29日,362.5,361,363,357,123.50K,0.42%
2015年12月28日,361,363.75,365.5,360.5,101.01K,-0.99%
2015年12月27日,364.63,364.63,364.63,364.63,-,0.03%
2015年12月24日,364.5,365,365.75,363.5,57.48K,-0.27%
2015年12月23日,365.5,366.5,367.75,364.5,95.52K,-0.20%
2015年12月22日,366.25,372,374.5,366,124.22K,-1.55%
2015年12月21日,372,374,377,369.75,129.72K,-0.67%
2015年12月18日,374.5,374.25,379.5,372.75,180.30K,0.07%
2015年12月17日,374.25,370.25,375,362.5,269.29K,1.22%
2015年12月16日,369.75,377,377.75,369.25,159.02K,-1.99%
2015年12月15日,377.25,378.25,379.5,375.75,103.75K,-1.18%
2015年12月14日,381.75,373.5,381.75,373.5,1.01K,2.35%
2015年12月11日,373,377,378.75,372.75,2.06K,-1.13%
2015年12月10日,377.25,372.5,379.25,371.75,2.95K,1.48%
2015年12月9日,371.75,370.75,376.75,368.5,3.55K,0.47%
2015年12月8日,370,369,371,367.25,3.12K,0.41%
2015年12月7日,368.5,375.75,376,368,3.40K,-2.06%
2015年12月4日,376.25,370,376.5,369.75,4.95K,1.62%
2015年12月3日,370.25,363.75,371.25,361.25,11.68K,1.72%
2015年12月2日,364,367,367,363.5,4.78K,-0.82%
2015年12月1日,367,365.25,368.75,364.5,10.60K,0.55%
2015年11月30日,365,359.75,366,359.25,33.64K,1.60%
2015年11月27日,359.25,365.25,365.75,358.75,73.10K,-1.84%
2015年11月25日,366,364.25,366.5,364,147.25K,0.48%
2015年11月24日,364.25,367,367.25,364,163.37K,-0.82%
2015年11月23日,367.25,362.5,367.5,360,177.57K,1.10%
2015年11月20日,363.25,363.5,366.5,362,188.67K,-0.27%
2015年11月19日,364.25,361.75,365.5,360.25,175.84K,0.69%
2015年11月18日,361.75,362,364.25,358.5,245.40K,-0.07%
2015年11月17日,362,360,362.5,358.25,195.76K,0.56%
2015年11月16日,360,358.25,360.75,357.25,139.16K,0.49%
2015年11月13日,358.25,361.5,362.25,358,165.82K,-1.04%
2015年11月12日,362,361.75,363.5,359.25,264.49K,-0.07%
2015年11月11日,362.25,360.5,363.5,359.5,274.52K,0.91%
2015年11月10日,359,367,367.75,356,428.76K,-2.11%
2015年11月9日,366.75,372.75,375.5,366.5,295.99K,-1.68%
2015年11月6日,373,374.75,375.25,370,218.10K,-0.40%
2015年11月5日,374.5,379.5,379.75,373.75,241.09K,-1.58%
2015年11月4日,380.5,379.5,383.5,376.5,245.05K,0.00%
2015年11月3日,380.5,376.5,382.25,375.75,247.28K,1.06%
2015年11月2日,376.5,381.25,381.75,376,173.28K,-1.50%
2015年10月30日,382.25,379.75,383.75,378.75,152.85K,0.59%
2015年10月29日,380,376,380.5,375.5,146.18K,1.06%
2015年10月28日,376,379.75,380.75,375.75,153.09K,-1.05%
2015年10月27日,380,384,387.5,379,205.74K,-1.17%
2015年10月26日,384.5,380,385.75,378,200.13K,1.25%
2015年10月23日,379.75,377.75,380,375,171.65K,0.40%
2015年10月22日,378.25,380.25,383.5,377.5,132.71K,-0.66%
2015年10月21日,380.75,377,381,375.5,215.67K,1.06%
2015年10月20日,376.75,372.75,377.75,372,169.21K,1.01%
2015年10月19日,373,377.25,377.5,372.5,120.05K,-1.00%
2015年10月16日,376.75,375.5,378,372.5,142.26K,0.33%
2015年10月15日,375.5,378.75,379.5,375,123.42K,-0.92%
2015年10月14日,379,384.5,386.75,378.5,137.52K,-1.43%
2015年10月13日,384.5,381,384.75,379,148.07K,0.98%
2015年10月12日,380.75,381.5,385.25,380.25,134.60K,-0.52%
2015年10月9日,382.75,391,394.25,381.5,262.77K,-2.17%
2015年10月8日,391.25,394.75,395.75,390.5,131.35K,-1.14%
2015年10月7日,395.75,397.5,399.75,393.75,146.39K,-0.63%
2015年10月6日,398.25,392.75,399,391.75,190.31K,1.21%
2015年10月5日,393.5,389.25,394,388.75,113.45K,1.09%
2015年10月2日,389.25,388,391.5,384,164.40K,0.13%
2015年10月1日,388.75,387.75,393,385,136.43K,0.26%
2015年9月30日,387.75,389,394.5,383.5,268.86K,-0.32%
2015年9月29日,389,387.25,389.5,385,128.65K,0.58%
2015年9月28日,386.75,388.75,392.5,383.75,143.67K,-0.58%
2015年9月25日,389,381.25,389.5,381,143.04K,1.97%
2015年9月24日,381.5,382.75,384,379.25,106.34K,-0.46%
2015年9月23日,383.25,379.5,384.5,379,99.20K,0.72%
2015年9月22日,380.5,384,384.5,377.25,125.42K,-1.04%
2015年9月21日,384.5,376.5,385.5,375,148.75K,1.92%
2015年9月18日,377.25,380,382.5,376.5,122.70K,-0.66%
2015年9月17日,379.75,385.25,385.5,379.25,100.75K,-1.62%
2015年9月16日,386,390,391,383,136.52K,-1.15%
2015年9月15日,390.5,392.75,395,388.75,137.58K,3.03%
2015年9月14日,379,377.5,381,375,0.74K,1.20%
2015年9月11日,374.5,361.75,374.75,357,2.23K,3.52%
2015年9月10日,361.75,356,362.25,355.5,2.09K,1.47%
2015年9月9日,356.5,353.25,359.25,353.25,4.07K,0.42%
2015年9月8日,355,354.25,355.5,351,4.76K,1.57%
2015年9月4日,349.5,348,351,346.75,5.79K,0.50%
2015年9月3日,347.75,354,354.5,347.25,8.52K,-1.77%
2015年9月2日,354,356.75,358,351.25,8.73K,-0.56%
2015年9月1日,356,362.5,362.5,355.25,14.22K,-2.13%
2015年8月31日,363.75,362.25,365.25,359.75,26.93K,0.14%
2015年8月28日,363.25,362.5,368.75,362.25,121.53K,-0.14%
2015年8月27日,363.75,362.5,367.25,360.25,128.43K,0.55%
2015年8月26日,361.75,365.25,369,361.5,82.91K,-1.03%
2015年8月25日,365.5,368,375,363.75,110.03K,-0.88%
2015年8月24日,368.75,365,370.25,354,157.28K,0.96%
2015年8月21日,365.25,370.25,372.5,364,96.22K,-1.55%
2015年8月20日,371,367,371.75,367,106.84K,1.02%
2015年8月19日,367.25,366,372,365.75,95.77K,0.27%
2015年8月18日,366.25,363,368.25,361.75,92.42K,0.83%
2015年8月17日,363.25,363.5,368,361.25,96.02K,-0.21%
2015年8月14日,364,363.75,365.75,359.75,121.63K,0.07%
2015年8月13日,363.75,358.25,364.75,355.25,171.46K,1.82%
2015年8月12日,357.25,377,382.75,346.5,213.76K,-5.11%
2015年8月11日,376.5,388.5,388.5,376,150.14K,-3.52%
2015年8月10日,390.25,374,391.5,373.75,179.13K,4.69%
2015年8月7日,372.75,370,375,366.5,135.95K,0.81%
2015年8月6日,369.75,372.5,375,369.25,90.80K,-0.80%
2015年8月5日,372.75,368.75,373.75,367.5,124.09K,1.08%
2015年8月4日,368.75,368,372.75,366.75,84.70K,0.61%
2015年8月3日,366.5,370,370.5,365,87.16K,-1.21%
2015年7月31日,371,374.75,377.5,369.25,108.95K,-0.60%
2015年7月30日,373.25,367.75,374.5,365.75,122.98K,1.50%
2015年7月29日,367.75,377.5,377.75,367,102.34K,-1.93%
2015年7月28日,375,373.5,376,370,90.25K,0.54%
2015年7月27日,373,389,389.25,372.5,168.64K,-4.97%
2015年7月24日,392.5,403.25,403.5,392,95.62K,-2.67%
2015年7月23日,403.25,403.5,405.25,398.5,91.75K,0.12%
2015年7月22日,402.75,407.25,407.5,399.75,102.95K,-0.92%
2015年7月21日,406.5,406.5,410.25,402.5,99.83K,0.37%
2015年7月20日,405,418.5,418.5,404.5,115.54K,-3.63%
2015年7月17日,420.25,428,429.5,418.25,108.36K,-2.27%
2015年7月16日,430,430.25,438.75,428.25,144.24K,0.12%
2015年7月15日,429.5,427,431.75,421,155.16K,1.30%
2015年7月14日,424,433.75,436.25,423.25,0.71K,-2.19%
2015年7月13日,433.5,427,434.25,424,1.53K,1.46%
2015年7月10日,427.25,420,431,418,1.96K,1.42%
2015年7月9日,421.25,416.5,425,416.5,5.16K,1.20%
2015年7月8日,416.25,414.75,420.75,411.75,5.78K,0.12%
2015年7月7日,415.75,412.5,416.25,407.75,6.96K,-0.66%
2015年7月6日,418.5,417.75,419.5,408.75,10.26K,-2.33%
2015年7月3日,428.5,428.5,428.5,428.5,-,2.08%
2015年7月2日,419.75,413,422,409.75,11.00K,1.45%
2015年7月1日,413.75,411,417,403,18.65K,-0.06%
2015年6月30日,414,383.25,415,382.75,39.75K,8.02%
2015年6月29日,383.25,383.75,391.75,381.75,138.12K,-0.45%
2015年6月26日,385,376,390,375.5,191.98K,2.26%
2015年6月25日,376.5,366,377,363.5,176.63K,2.73%
2015年6月24日,366.5,367,371,363.25,210.67K,-0.27%
2015年6月23日,367.5,361,368.75,360.5,202.63K,2.08%
2015年6月22日,360,352.75,360.5,350.5,179.34K,1.91%
2015年6月19日,353.25,357.75,358,351.75,164.91K,-1.33%
2015年6月18日,358,359,361.25,356,180.25K,-0.35%
2015年6月17日,359.25,353.75,361.25,353.75,197.54K,1.48%
2015年6月16日,354,349,354.25,347.5,253.14K,1.65%
2015年6月15日,348.25,353,353.25,346.75,261.74K,-1.35%
2015年6月12日,353,356,356.75,352.25,223.04K,-0.98%
2015年6月11日,356.5,357.5,360,354.5,256.05K,-0.21%
2015年6月10日,357.25,364.75,366.5,356.75,349.01K,-2.12%
2015年6月9日,365,364.75,368.5,362.5,230.80K,-0.07%
2015年6月8日,365.25,360.5,366.25,360.5,174.60K,1.32%
2015年6月5日,360.5,362.75,367.25,359.75,209.28K,-0.83%
2015年6月4日,363.5,358.5,364.5,356.5,146.47K,1.25%
2015年6月3日,359,359,364,357,222.94K,0.00%
2015年6月2日,359,352,359.5,351.75,180.41K,1.92%
2015年6月1日,352.25,350.5,354.25,348.25,140.81K,0.21%
2015年5月29日,351.5,353.25,357,350,141.54K,-0.57%
2015年5月28日,353.5,349.5,355,348.25,163.61K,1.14%
2015年5月27日,349.5,355,356.5,348.75,180.70K,-1.55%
2015年5月26日,355,361,362.5,354,172.18K,-1.39%
2015年5月22日,360,364,367.75,359.5,155.68K,-1.37%
2015年5月21日,365,360,366.5,359.75,170.41K,1.39%
2015年5月20日,360,362.25,362.5,358.5,152.95K,-0.55%
2015年5月19日,362,367.25,368.5,360.25,175.47K,-1.63%
2015年5月18日,368,365.25,371.25,364,155.82K,0.68%
2015年5月15日,365.5,367.75,371.5,362,171.13K,1.25%
2015年5月14日,361,356.75,363.75,356,0.12K,1.40%
2015年5月13日,356,356.25,359,352.75,0.58K,-0.28%
2015年5月12日,357,358.25,362,355.25,0.41K,-0.35%
2015年5月11日,358.25,359,361,357,0.64K,-0.07%
2015年5月8日,358.5,357.75,359,356.5,1.21K,0.21%
2015年5月7日,357.75,365.5,366.25,357.25,3.29K,-2.39%
2015年5月6日,366.5,361.75,369,361.75,2.99K,1.45%
2015年5月5日,361.25,357.75,361.75,354,4.25K,0.70%
2015年5月4日,358.75,359,360.75,356.75,3.34K,-0.28%
2015年5月1日,359.75,362.5,363,357.5,6.09K,-0.76%
2015年4月30日,362.5,364.25,367.75,360,19.35K,-0.34%
2015年4月29日,363.75,361,364.5,359.5,79.15K,0.76%
2015年4月28日,361,360.5,363.5,359,116.77K,0.07%
2015年4月27日,360.75,363.75,365.25,360.5,139.21K,-1.03%
2015年4月24日,364.5,371,371.25,363.75,145.31K,-1.69%
2015年4月23日,370.75,372.5,378,370.25,191.79K,-0.47%
2015年4月22日,372.5,373,374,369.25,141.19K,-0.13%
2015年4月21日,373,377,377,371.25,179.37K,-1.32%
2015年4月20日,378,379.5,381.75,375.75,133.45K,-0.46%
2015年4月17日,379.75,376.25,380.75,375,152.40K,0.93%
2015年4月16日,376.25,375.75,377.75,373,122.45K,0.07%
2015年4月15日,376,372.75,379,370.5,220.50K,0.67%
2015年4月14日,373.5,371,374.75,370,173.03K,0.81%
2015年4月13日,370.5,375,376,370.25,184.71K,-1.72%
2015年4月10日,377,378.25,379.5,374.25,196.23K,-0.26%
2015年4月9日,378,379,380,375,198.13K,-0.33%
2015年4月8日,379.25,383.25,385,376.75,214.36K,-0.98%
2015年4月7日,383,385,387.25,382,99.16K,-0.52%
2015年4月6日,385,386.25,390,383.5,84.78K,-0.39%
2015年4月3日,386.5,386.5,386.5,386.5,-,0.00%
2015年4月2日,386.5,381.75,388.5,378.25,177.88K,1.24%
2015年4月1日,381.75,377,382.25,374,221.06K,1.46%
2015年3月31日,376.25,394,398.5,375.25,349.25K,-4.63%
2015年3月30日,394.5,391.5,395,390,175.82K,0.90%
2015年3月27日,391,391,393.5,389.25,136.75K,-0.06%
2015年3月26日,391.25,394,397,389.25,156.06K,-0.95%
2015年3月25日,395,392.75,395.75,391.5,150.27K,0.45%
2015年3月24日,393.25,389.25,393.75,388.5,135.28K,0.77%
2015年3月23日,390.25,385,391.75,385,160.88K,1.36%
2015年3月20日,385,373.5,387.5,372.75,211.23K,3.08%
2015年3月19日,373.5,377.5,380.5,370.5,152.29K,-0.33%
2015年3月18日,374.75,371.5,375.25,367,146.49K,1.01%
2015年3月17日,371,379,379.75,370,175.67K,-2.11%
2015年3月16日,379,380.75,382.25,375.5,145.23K,1.34%
2015年3月13日,374,383.25,383.75,375.25,0.46K,-2.16%
2015年3月12日,382.25,384,384.75,380,1.24K,-0.46%
2015年3月11日,384,382.25,387.75,381.5,1.61K,0.46%
2015年3月10日,382.25,383,384.5,377,4.13K,-0.26%
2015年3月9日,383.25,379.25,384.75,379.25,1.90K,1.05%
2015年3月6日,379.25,381,382.5,376.5,4.63K,-0.91%
2015年3月5日,382.75,381.25,384.75,380,6.37K,0.33%
2015年3月4日,381.5,382,382.75,378,10.63K,-0.13%
2015年3月3日,382,379,382.75,375.75,13.91K,0.86%
2015年3月2日,378.75,383,385.5,377.5,16.97K,-1.50%
2015年2月27日,384.5,379,387.25,377,35.37K,1.18%
2015年2月26日,380,376,382.25,375,95.57K,1.13%
2015年2月25日,375.75,378,379.5,371.5,115.84K,-0.46%
2015年2月24日,377.5,379,387,377.5,207.23K,-0.33%
2015年2月23日,378.75,385.25,386,377.5,142.80K,-1.69%
2015年2月20日,385.25,389,389.5,383.5,131.26K,-1.15%
2015年2月19日,389.75,383.75,391.25,382.25,176.13K,1.56%
2015年2月18日,383.75,389,390.5,383,162.32K,-1.48%
2015年2月17日,389.5,387,391,385,164.64K,0.58%
2015年2月13日,387.25,383,388.5,382.25,167.27K,1.11%
2015年2月12日,383,385.25,387.75,381.25,169.38K,-0.71%
2015年2月11日,385.75,388,389.75,384,178.88K,-0.58%
2015年2月10日,388,390.75,391.5,384.5,209.35K,-0.83%
2015年2月9日,391.25,385.25,391.75,383.5,217.64K,1.43%
2015年2月6日,385.75,385,389.5,380,202.34K,0.13%
2015年2月5日,385.25,382.5,387.5,381.5,136.40K,0.46%
2015年2月4日,383.5,385,388.25,379.5,178.70K,-0.58%
2015年2月3日,385.75,370,388.5,370,238.53K,4.33%
2015年2月2日,369.75,369.75,378.5,367.5,154.76K,-0.07%
2015年1月30日,370,372.75,373,365.75,194.63K,-0.40%
2015年1月29日,371.5,373.5,373.5,368,192.84K,-0.47%
2015年1月28日,373.25,380.75,381.5,373,167.62K,-2.10%
2015年1月27日,381.25,383.5,386,380,108.70K,-0.72%
2015年1月26日,384,385.75,388.25,382.25,102.85K,-0.71%
2015年1月23日,386.75,384,388.5,382,169.57K,0.78%
2015年1月22日,383.75,387.75,390.5,382.5,139.78K,-1.10%
2015年1月21日,388,390,392.5,386.25,114.63K,-0.58%
2015年1月20日,390.25,385.25,391,382.25,138.12K,0.84%
2015年1月16日,387,380.5,388,379.5,142.83K,1.84%
2015年1月15日,380,382.75,388,376,189.77K,-0.26%
2015年1月14日,381,386,386.25,376,236.41K,-1.23%
2015年1月13日,385.75,402,406.5,384.5,250.52K,-4.04%
2015年1月12日,402,399,407,390,269.59K,0.44%
2015年1月9日,400.25,394.75,401.5,393,154.55K,1.52%
2015年1月8日,394.25,396.5,398.75,392.75,118.97K,-0.50%
2015年1月7日,396.25,404.75,407.25,395.75,131.69K,-2.16%
2015年1月6日,405,405.5,409.5,402.25,138.31K,-0.25%
2015年1月5日,406,395.75,406.75,394.5,140.39K,2.59%
2015年1月2日,395.75,396.25,398.5,391.5,88.77K,-0.31%
2014年12月31日,397,406,406.5,396,119.26K,-2.34%
2014年12月30日,406.5,411.75,412.75,406,95.78K,-1.51%
2014年12月29日,412.75,414,417,410.75,86.31K,-0.45%
2014年12月28日,414.63,414.63,414.63,414.63,-,-0.03%
2014年12月26日,414.75,410.25,415,405.75,52.28K,1.72%
2014年12月24日,407.75,413.5,415,405.75,68.81K,-1.51%
2014年12月23日,414,411,415.75,410.5,90.86K,0.55%
2014年12月22日,411.75,409.75,414.25,408.5,90.60K,0.21%
2014年12月21日,410.88,410.88,410.88,410.88,-,0.09%
2014年12月19日,410.5,410.75,411.25,405,117.61K,-0.12%
2014年12月18日,411,408,414,407,125.32K,0.67%
2014年12月17日,408.25,405.75,410,403.5,120.24K,0.55%
2014年12月16日,406,407.75,411.5,404,172.14K,-0.61%
2014年12月15日,408.5,407.5,412.5,405,162.94K,0.52%
2014年12月14日,406.38,406.38,406.38,406.38,-,2.56%
2014年12月12日,396.25,389.75,398.5,388,1.52K,1.60%
2014年12月11日,390,382.5,390.5,382.5,5.45K,1.96%
2014年12月10日,382.5,382.5,384.75,377.75,5.46K,-0.13%
2014年12月9日,383,377.25,383.75,374.75,7.14K,1.46%
2014年12月8日,377.5,380.5,386.25,376.5,7.01K,-4.64%
2014年12月7日,395.88,395.88,395.88,395.88,-,3.77%
2014年12月5日,381.5,375.25,382.5,372.25,3.53K,1.46%
2014年12月4日,376,368.5,376.75,367.5,9.63K,1.97%
2014年12月3日,368.75,367.5,369.5,364.25,8.08K,0.27%
2014年12月2日,367.75,375.25,376.75,367.5,13.66K,-2.06%
2014年12月1日,375.5,374,377.75,370.25,18.53K,-3.56%
2014年11月30日,389.38,389.38,389.38,389.38,-,3.63%
2014年11月28日,375.75,377,380.25,370.25,29.22K,-4.05%
2014年11月27日,391.63,391.63,391.63,391.63,-,3.54%
2014年11月26日,378.25,374,378.75,373.75,163.80K,1.07%
2014年11月25日,374.25,367.5,375.25,366.25,153.23K,1.84%
2014年11月24日,367.5,372.25,372.75,365.5,159.59K,-1.41%
2014年11月21日,372.75,372.75,381.5,369.75,208.54K,-0.13%
2014年11月20日,373.25,363,374.75,362.5,192.32K,2.75%
2014年11月19日,363.25,371.75,372,362.75,203.63K,-2.35%
2014年11月18日,372,377.5,378.75,371.25,165.78K,-1.46%
2014年11月17日,377.5,381.5,384.25,374.25,166.79K,-1.11%
2014年11月14日,381.75,385.5,387,380.5,160.96K,-1.17%
2014年11月13日,386.25,377,389,377,299.51K,2.25%
2014年11月12日,377.75,373.5,385,372.75,337.61K,1.07%
2014年11月11日,373.75,368.25,374.5,365.5,225.10K,1.22%
2014年11月10日,369.25,366,378.75,364.75,308.19K,0.48%
2014年11月7日,367.5,370,371.75,364.25,207.97K,-1.01%
2014年11月6日,371.25,369.5,374.5,366.5,173.69K,0.27%
2014年11月5日,370.25,364,371.75,359,213.92K,1.58%
2014年11月4日,364.5,372.5,372.5,364,178.12K,-2.41%
